Time(s),IDD(A),ISS(A),Product_OUT(V),Carry_OUT(V),AixBi(V),Product_IN(V),Carry_IN(V)
    22.502e-9,  0.105625e-3,  0.000000e-3,     0.002,     0.575,     0.371,     0.650,     0.000
    22.503e-9,  0.112224e-3,  0.000000e-3,     0.002,     0.574,     0.368,     0.650,     0.000
    22.504e-9,  0.118813e-3,  0.000000e-3,     0.002,     0.573,     0.365,     0.650,     0.000
    22.505e-9,  0.125346e-3,  0.000000e-3,     0.002,     0.572,     0.362,     0.650,     0.000
    22.506e-9,  0.131757e-3,  0.000000e-3,     0.002,     0.571,     0.359,     0.650,     0.000
    22.507e-9,  0.137944e-3,  0.000000e-3,     0.002,     0.570,     0.356,     0.650,     0.000
    22.508e-9,  0.143748e-3,  0.000000e-3,     0.002,     0.569,     0.353,     0.650,     0.000
    22.509e-9,  0.148928e-3,  0.000000e-3,     0.002,     0.569,     0.350,     0.650,     0.000
    22.510e-9,  0.153172e-3,  0.000000e-3,     0.002,     0.568,     0.347,     0.650,     0.000
    22.511e-9,  0.156223e-3,  0.000000e-3,     0.002,     0.567,     0.344,     0.650,     0.000
    22.512e-9,  0.158086e-3,  0.000000e-3,     0.002,     0.566,     0.341,     0.650,     0.000
    22.513e-9,  0.159130e-3,  0.000000e-3,     0.002,     0.565,     0.339,     0.650,     0.000
    22.514e-9,  0.159965e-3,  0.000000e-3,     0.002,     0.564,     0.336,     0.650,     0.000
    22.515e-9,  0.161193e-3,  0.000000e-3,     0.002,     0.563,     0.333,     0.650,     0.000
    22.516e-9,  0.163211e-3,  0.000000e-3,     0.002,     0.562,     0.330,     0.650,     0.000
    22.517e-9,  0.166132e-3,  0.000000e-3,     0.002,     0.561,     0.327,     0.650,     0.000
    22.518e-9,  0.169829e-3,  0.000000e-3,     0.002,     0.561,     0.324,     0.650,     0.000
    22.519e-9,  0.174022e-3,  0.000000e-3,     0.002,     0.560,     0.321,     0.650,     0.000
    22.520e-9,  0.178390e-3,  0.000000e-3,     0.002,     0.559,     0.318,     0.650,     0.000
    22.521e-9,  0.182641e-3,  0.000000e-3,     0.002,     0.558,     0.315,     0.650,     0.000
    22.522e-9,  0.186554e-3,  0.000000e-3,     0.002,     0.557,     0.312,     0.650,     0.000
    22.523e-9,  0.189997e-3,  0.000000e-3,     0.002,     0.556,     0.310,     0.650,     0.000
    22.524e-9,  0.192923e-3,  0.000000e-3,     0.002,     0.555,     0.307,     0.650,     0.000
    22.525e-9,  0.195358e-3,  0.000000e-3,     0.002,     0.554,     0.304,     0.650,     0.000
    22.526e-9,  0.197376e-3,  0.000000e-3,     0.002,     0.553,     0.301,     0.650,     0.000
    22.527e-9,  0.199082e-3,  0.000000e-3,     0.002,     0.553,     0.298,     0.650,     0.000
    22.528e-9,  0.200584e-3,  0.000000e-3,     0.002,     0.552,     0.295,     0.650,     0.000
    22.529e-9,  0.201980e-3,  0.000000e-3,     0.002,     0.551,     0.293,     0.650,     0.000
    22.530e-9,  0.203340e-3,  0.000000e-3,     0.002,     0.550,     0.290,     0.650,     0.000
    22.531e-9,  0.204707e-3,  0.000000e-3,     0.002,     0.549,     0.287,     0.650,     0.000
    22.532e-9,  0.206094e-3,  0.000000e-3,     0.002,     0.548,     0.284,     0.650,     0.000
    22.533e-9,  0.207494e-3,  0.000000e-3,     0.002,     0.547,     0.282,     0.650,     0.000
    22.534e-9,  0.208888e-3,  0.000000e-3,     0.002,     0.546,     0.279,     0.650,     0.000
    22.535e-9,  0.210256e-3,  0.000000e-3,     0.002,     0.545,     0.276,     0.650,     0.000
    22.536e-9,  0.211584e-3,  0.000000e-3,     0.002,     0.544,     0.273,     0.650,     0.000
    22.537e-9,  0.212866e-3,  0.000000e-3,     0.002,     0.543,     0.271,     0.650,     0.000
    22.538e-9,  0.214104e-3,  0.000000e-3,     0.001,     0.543,     0.268,     0.650,     0.000
    22.539e-9,  0.215311e-3,  0.000000e-3,     0.001,     0.542,     0.265,     0.650,     0.000
    22.540e-9,  0.216504e-3,  0.000000e-3,     0.001,     0.541,     0.263,     0.650,     0.000
    22.541e-9,  0.217703e-3,  0.000000e-3,     0.001,     0.540,     0.260,     0.650,     0.000
    22.542e-9,  0.218925e-3,  0.000000e-3,     0.001,     0.539,     0.257,     0.650,     0.000
    22.543e-9,  0.220184e-3,  0.000000e-3,     0.001,     0.538,     0.255,     0.650,     0.000
    22.544e-9,  0.221489e-3,  0.000000e-3,     0.001,     0.537,     0.252,     0.650,     0.000
    22.545e-9,  0.222847e-3,  0.000000e-3,     0.001,     0.536,     0.249,     0.650,     0.000
    22.546e-9,  0.224257e-3,  0.000000e-3,     0.001,     0.535,     0.247,     0.650,     0.000
    22.547e-9,  0.225721e-3,  0.000000e-3,     0.001,     0.534,     0.244,     0.650,     0.000
    22.548e-9,  0.227235e-3,  0.000000e-3,     0.001,     0.533,     0.241,     0.650,     0.000
    22.549e-9,  0.228797e-3,  0.000000e-3,     0.001,     0.532,     0.239,     0.650,     0.000
    22.550e-9,  0.230405e-3,  0.000000e-3,     0.001,     0.531,     0.236,     0.650,     0.000
    22.551e-9,  0.232056e-3,  0.000000e-3,     0.001,     0.530,     0.234,     0.650,     0.000
    22.552e-9,  0.233746e-3,  0.000000e-3,     0.001,     0.529,     0.231,     0.650,     0.000
    22.553e-9,  0.235471e-3,  0.000000e-3,     0.001,     0.528,     0.229,     0.650,     0.000
    22.554e-9,  0.237227e-3,  0.000000e-3,     0.001,     0.528,     0.226,     0.650,     0.000
    22.555e-9,  0.239008e-3,  0.000000e-3,     0.001,     0.527,     0.224,     0.650,     0.000
    22.556e-9,  0.240808e-3,  0.000000e-3,     0.001,     0.526,     0.221,     0.650,     0.000
    22.557e-9,  0.242619e-3,  0.000000e-3,     0.001,     0.525,     0.219,     0.650,     0.000
    22.558e-9,  0.244433e-3,  0.000000e-3,     0.001,     0.524,     0.216,     0.650,     0.000
    22.559e-9,  0.246244e-3,  0.000000e-3,     0.001,     0.523,     0.214,     0.650,     0.000
    22.560e-9,  0.248042e-3,  0.000000e-3,     0.000,     0.522,     0.212,     0.650,     0.000
    22.561e-9,  0.249820e-3,  0.000000e-3,     0.000,     0.521,     0.209,     0.650,     0.000
    22.562e-9,  0.251572e-3,  0.000000e-3,     0.000,     0.519,     0.207,     0.650,     0.000
    22.563e-9,  0.253289e-3,  0.000000e-3,     0.000,     0.518,     0.205,     0.650,     0.000
    22.564e-9,  0.254965e-3,  0.000000e-3,     0.000,     0.517,     0.202,     0.650,     0.000
    22.565e-9,  0.256594e-3,  0.000000e-3,     0.000,     0.516,     0.200,     0.650,     0.000
    22.566e-9,  0.258171e-3,  0.000000e-3,     0.000,     0.515,     0.198,     0.650,     0.000
    22.567e-9,  0.259691e-3,  0.000000e-3,     0.000,     0.514,     0.195,     0.650,     0.000
    22.568e-9,  0.261149e-3,  0.000000e-3,     0.000,     0.513,     0.193,     0.650,     0.000
    22.569e-9,  0.262542e-3,  0.000000e-3,     0.000,     0.512,     0.191,     0.650,     0.000
    22.570e-9,  0.263867e-3,  0.000000e-3,     0.000,     0.511,     0.188,     0.650,     0.000
    22.571e-9,  0.265121e-3,  0.000000e-3,     0.000,     0.510,     0.186,     0.650,     0.000
    22.572e-9,  0.266305e-3,  0.000000e-3,     0.000,     0.509,     0.184,     0.650,     0.000
    22.573e-9,  0.267415e-3,  0.000000e-3,     0.000,     0.508,     0.182,     0.650,     0.000
    22.574e-9,  0.268454e-3,  0.000000e-3,     0.000,     0.507,     0.180,     0.650,     0.000
    22.575e-9,  0.269421e-3,  0.000000e-3,     0.000,     0.505,     0.178,     0.650,     0.000
    22.576e-9,  0.270317e-3,  0.000000e-3,     0.000,     0.504,     0.175,     0.650,     0.000
    22.577e-9,  0.271145e-3,  0.000000e-3,     0.000,     0.503,     0.173,     0.650,     0.000
    22.578e-9,  0.271905e-3,  0.000000e-3,     0.000,     0.502,     0.171,     0.650,     0.000
    22.579e-9,  0.272602e-3,  0.000000e-3,     0.000,     0.501,     0.169,     0.650,     0.000
    22.580e-9,  0.273236e-3,  0.000000e-3,     0.000,     0.500,     0.167,     0.650,     0.000
    22.581e-9,  0.273811e-3,  0.000000e-3,     0.000,     0.499,     0.165,     0.650,     0.000
    22.582e-9,  0.274329e-3,  0.000000e-3,     0.000,     0.497,     0.163,     0.650,     0.000
    22.583e-9,  0.274791e-3,  0.000000e-3,     0.000,     0.496,     0.161,     0.650,     0.000
    22.584e-9,  0.275199e-3,  0.000000e-3,     0.000,     0.495,     0.159,     0.650,     0.000
    22.585e-9,  0.275553e-3,  0.000000e-3,     0.000,     0.494,     0.157,     0.650,     0.000
    22.586e-9,  0.275850e-3,  0.000000e-3,     0.000,     0.493,     0.155,     0.650,     0.000
    22.587e-9,  0.276087e-3,  0.000000e-3,     0.000,     0.492,     0.153,     0.650,     0.000
    22.588e-9,  0.276257e-3,  0.000000e-3,     0.000,     0.490,     0.151,     0.650,     0.000
    22.589e-9,  0.276348e-3,  0.000000e-3,     0.000,     0.489,     0.149,     0.650,     0.000
    22.590e-9,  0.276342e-3,  0.000000e-3,     0.000,     0.488,     0.147,     0.650,     0.000
    22.591e-9,  0.276212e-3,  0.000000e-3,     0.000,     0.487,     0.145,     0.650,     0.000
    22.592e-9,  0.275918e-3,  0.000000e-3,     0.000,     0.486,     0.144,     0.650,     0.000
    22.593e-9,  0.275406e-3,  0.000000e-3,     0.000,     0.484,     0.142,     0.650,     0.000
    22.594e-9,  0.274601e-3,  0.000000e-3,     0.000,     0.483,     0.140,     0.650,     0.000
    22.595e-9,  0.273401e-3,  0.000000e-3,     0.000,     0.482,     0.138,     0.650,     0.000
    22.596e-9,  0.271686e-3,  0.000000e-3,     0.000,     0.481,     0.136,     0.650,     0.000
    22.597e-9,  0.269312e-3,  0.000000e-3,     0.000,     0.480,     0.135,     0.650,     0.000
    22.598e-9,  0.266134e-3,  0.000000e-3,     0.000,     0.478,     0.133,     0.650,     0.000
    22.599e-9,  0.262018e-3,  0.000000e-3,     0.000,     0.477,     0.131,     0.650,     0.000
    22.600e-9,  0.256857e-3,  0.000000e-3,     0.000,     0.476,     0.129,     0.650,     0.000
    22.601e-9,  0.250585e-3,  0.000000e-3,     0.000,     0.475,     0.128,     0.650,     0.000
    22.602e-9,  0.243182e-3,  0.000000e-3,     0.000,     0.473,     0.126,     0.650,     0.000
    22.603e-9,  0.234671e-3,  0.000000e-3,     0.000,     0.472,     0.124,     0.650,     0.000
    22.604e-9,  0.225121e-3,  0.000000e-3,     0.000,     0.471,     0.123,     0.650,     0.000
    22.605e-9,  0.214635e-3,  0.000000e-3,     0.000,     0.470,     0.121,     0.650,     0.000
    22.606e-9,  0.203345e-3,  0.000000e-3,     0.000,     0.469,     0.119,     0.650,     0.000
    22.607e-9,  0.191407e-3,  0.000000e-3,     0.000,     0.467,     0.118,     0.650,     0.000
    22.608e-9,  0.178993e-3,  0.000000e-3,     0.000,     0.466,     0.116,     0.650,     0.000
    22.609e-9,  0.166283e-3,  0.000000e-3,     0.000,     0.465,     0.115,     0.650,     0.000
    22.610e-9,  0.153456e-3,  0.000000e-3,     0.000,     0.464,     0.113,     0.650,     0.000
    22.611e-9,  0.140686e-3,  0.000000e-3,     0.000,     0.462,     0.112,     0.650,     0.000
    22.612e-9,  0.128137e-3,  0.000000e-3,     0.000,     0.461,     0.110,     0.650,     0.000
    22.613e-9,  0.115955e-3,  0.000000e-3,     0.000,     0.460,     0.109,     0.650,     0.000
    22.614e-9,  0.104264e-3,  0.000000e-3,     0.000,     0.459,     0.107,     0.650,     0.000
    22.615e-9,  0.093169e-3,  0.000000e-3,     0.000,     0.457,     0.106,     0.650,     0.000
    22.616e-9,  0.082749e-3,  0.000000e-3,     0.000,     0.456,     0.104,     0.650,     0.000
    22.617e-9,  0.073061e-3,  0.000000e-3,     0.000,     0.455,     0.103,     0.650,     0.000
    22.618e-9,  0.064139e-3,  0.000000e-3,     0.000,     0.454,     0.101,     0.650,     0.000
    22.619e-9,  0.055996e-3,  0.000000e-3,     0.000,     0.452,     0.100,     0.650,     0.000
    22.620e-9,  0.048628e-3,  0.000000e-3,     0.000,     0.451,     0.099,     0.650,     0.000
    22.621e-9,  0.042017e-3,  0.000000e-3,     0.000,     0.450,     0.097,     0.650,     0.000
    22.622e-9,  0.036131e-3,  0.000000e-3,     0.000,     0.449,     0.096,     0.650,     0.000
    22.623e-9,  0.030928e-3,  0.000000e-3,     0.000,     0.447,     0.094,     0.650,     0.000
    22.624e-9,  0.026364e-3,  0.000000e-3,     0.000,     0.446,     0.093,     0.650,     0.000
    22.625e-9,  0.022385e-3,  0.000000e-3,     0.000,     0.445,     0.092,     0.650,     0.000
    22.626e-9,  0.018940e-3,  0.000000e-3,     0.000,     0.444,     0.091,     0.650,     0.000
    22.627e-9,  0.015974e-3,  0.000000e-3,     0.000,     0.442,     0.089,     0.650,     0.000
    22.628e-9,  0.013436e-3,  0.000000e-3,     0.000,     0.441,     0.088,     0.650,     0.000
    22.629e-9,  0.011276e-3,  0.000000e-3,     0.000,     0.440,     0.087,     0.650,     0.000
    22.630e-9,  0.009448e-3,  0.000000e-3,     0.000,     0.439,     0.086,     0.650,     0.000
    22.631e-9,  0.007908e-3,  0.000000e-3,     0.000,     0.437,     0.084,     0.650,     0.000
    22.632e-9,  0.006616e-3,  0.000000e-3,     0.000,     0.436,     0.083,     0.650,     0.000
    22.633e-9,  0.005538e-3,  0.000000e-3,     0.000,     0.435,     0.082,     0.650,     0.000
    22.634e-9,  0.004642e-3,  0.000000e-3,     0.000,     0.434,     0.081,     0.650,     0.000
    22.635e-9,  0.003900e-3,  0.000000e-3,     0.000,     0.432,     0.080,     0.650,     0.000
    22.636e-9,  0.003288e-3,  0.000000e-3,     0.000,     0.431,     0.079,     0.650,     0.000
    22.637e-9,  0.002785e-3,  0.000000e-3,     0.000,     0.430,     0.077,     0.650,     0.000
    22.638e-9,  0.002372e-3,  0.000000e-3,     0.000,     0.429,     0.076,     0.650,     0.000
    22.639e-9,  0.002034e-3,  0.000000e-3,     0.000,     0.427,     0.075,     0.650,     0.000
    22.640e-9,  0.001759e-3,  0.000000e-3,     0.000,     0.426,     0.074,     0.650,     0.000
    22.641e-9,  0.001534e-3,  0.000000e-3,     0.000,     0.425,     0.073,     0.650,     0.000
    22.642e-9,  0.001353e-3,  0.000000e-3,     0.000,     0.424,     0.072,     0.650,     0.000
    22.643e-9,  0.001205e-3,  0.000000e-3,     0.000,     0.422,     0.071,     0.650,     0.000
    22.644e-9,  0.001086e-3,  0.000000e-3,     0.000,     0.421,     0.070,     0.650,     0.000
    22.645e-9,  0.001035e-3,  0.000000e-3,     0.000,     0.420,     0.069,     0.650,     0.000
    22.646e-9,  0.000992e-3,  0.000000e-3,     0.000,     0.419,     0.068,     0.650,     0.000
    22.647e-9,  0.000950e-3,  0.000000e-3,     0.000,     0.417,     0.067,     0.650,     0.000
    22.648e-9,  0.000911e-3,  0.000000e-3,     0.000,     0.416,     0.066,     0.650,     0.000
    22.649e-9,  0.000876e-3,  0.000000e-3,     0.000,     0.415,     0.065,     0.650,     0.000
    22.650e-9,  0.000845e-3,  0.000000e-3,     0.000,     0.414,     0.064,     0.650,     0.000
    22.651e-9,  0.000821e-3,  0.000000e-3,     0.000,     0.412,     0.063,     0.650,     0.000
    22.652e-9,  0.000802e-3,  0.000000e-3,     0.000,     0.411,     0.062,     0.650,     0.000
    22.653e-9,  0.000790e-3,  0.000000e-3,     0.000,     0.410,     0.061,     0.650,     0.000
    22.654e-9,  0.000784e-3,  0.000000e-3,     0.000,     0.409,     0.060,     0.650,     0.000
    22.655e-9,  0.000785e-3,  0.000000e-3,     0.000,     0.407,     0.059,     0.650,     0.000
    22.656e-9,  0.000793e-3,  0.000000e-3,     0.000,     0.406,     0.059,     0.650,     0.000
    22.657e-9,  0.000808e-3,  0.000000e-3,     0.000,     0.405,     0.058,     0.650,     0.000
    22.658e-9,  0.000831e-3,  0.000000e-3,     0.000,     0.404,     0.057,     0.650,     0.000
    22.659e-9,  0.000861e-3,  0.000000e-3,     0.000,     0.402,     0.056,     0.650,     0.000
    22.660e-9,  0.000898e-3,  0.000000e-3,     0.000,     0.401,     0.055,     0.650,     0.000
    22.661e-9,  0.000944e-3,  0.000000e-3,     0.000,     0.400,     0.054,     0.650,     0.000
    22.662e-9,  0.000997e-3,  0.000000e-3,     0.000,     0.399,     0.054,     0.650,     0.000
    22.663e-9,  0.001059e-3,  0.000000e-3,     0.000,     0.397,     0.053,     0.650,     0.000
    22.664e-9,  0.001130e-3,  0.000000e-3,     0.000,     0.396,     0.052,     0.650,     0.000
    22.665e-9,  0.001209e-3,  0.000000e-3,     0.000,     0.395,     0.051,     0.650,     0.000
    22.666e-9,  0.001299e-3,  0.000000e-3,     0.000,     0.394,     0.050,     0.650,     0.000
    22.667e-9,  0.001399e-3,  0.000000e-3,     0.000,     0.392,     0.050,     0.650,     0.000
    22.668e-9,  0.001511e-3,  0.000000e-3,     0.000,     0.391,     0.049,     0.650,     0.000
    22.669e-9,  0.001633e-3,  0.000000e-3,     0.000,     0.390,     0.048,     0.650,     0.000
    22.670e-9,  0.001769e-3,  0.000000e-3,     0.000,     0.389,     0.047,     0.650,     0.000
    22.671e-9,  0.001919e-3,  0.000000e-3,     0.000,     0.387,     0.047,     0.650,     0.000
    22.672e-9,  0.002082e-3,  0.000000e-3,     0.000,     0.386,     0.046,     0.650,     0.000
    22.673e-9,  0.002262e-3,  0.000000e-3,     0.000,     0.385,     0.045,     0.650,     0.000
    22.674e-9,  0.002458e-3,  0.000000e-3,     0.000,     0.384,     0.045,     0.650,     0.000
    22.675e-9,  0.002672e-3,  0.000000e-3,     0.000,     0.382,     0.044,     0.650,     0.000
    22.676e-9,  0.002905e-3,  0.000000e-3,     0.000,     0.381,     0.043,     0.650,     0.000
    22.677e-9,  0.003159e-3,  0.000000e-3,     0.000,     0.380,     0.043,     0.650,     0.000
    22.678e-9,  0.003436e-3,  0.000000e-3,     0.000,     0.379,     0.042,     0.650,     0.000
    22.679e-9,  0.003737e-3,  0.000000e-3,     0.000,     0.378,     0.041,     0.650,     0.000
    22.680e-9,  0.004063e-3,  0.000000e-3,     0.000,     0.376,     0.041,     0.650,     0.000
    22.681e-9,  0.004417e-3,  0.000000e-3,     0.000,     0.375,     0.040,     0.650,     0.000
    22.682e-9,  0.004800e-3,  0.000000e-3,     0.000,     0.374,     0.040,     0.650,     0.000
    22.683e-9,  0.005215e-3,  0.000000e-3,     0.000,     0.373,     0.039,     0.650,     0.000
    22.684e-9,  0.005664e-3,  0.000000e-3,     0.000,     0.371,     0.038,     0.650,     0.000
    22.685e-9,  0.006148e-3,  0.000000e-3,     0.000,     0.370,     0.038,     0.650,     0.000
    22.686e-9,  0.006670e-3,  0.000000e-3,     0.000,     0.369,     0.037,     0.650,     0.000
    22.687e-9,  0.007233e-3,  0.000000e-3,     0.000,     0.368,     0.037,     0.650,     0.000
    22.688e-9,  0.007838e-3,  0.000000e-3,     0.000,     0.366,     0.036,     0.650,     0.000
    22.689e-9,  0.008487e-3,  0.000000e-3,     0.000,     0.365,     0.036,     0.650,     0.000
    22.690e-9,  0.009184e-3,  0.000000e-3,     0.000,     0.364,     0.035,     0.650,     0.000
    22.691e-9,  0.009930e-3,  0.000000e-3,     0.000,     0.363,     0.034,     0.650,     0.000
    22.692e-9,  0.010728e-3,  0.000000e-3,     0.000,     0.361,     0.034,     0.650,     0.000
    22.693e-9,  0.011580e-3,  0.000000e-3,     0.000,     0.360,     0.033,     0.650,     0.000
    22.694e-9,  0.012487e-3,  0.000000e-3,     0.000,     0.359,     0.033,     0.650,     0.000
    22.695e-9,  0.013453e-3,  0.000000e-3,     0.000,     0.358,     0.032,     0.650,     0.000
    22.696e-9,  0.014479e-3,  0.000000e-3,     0.000,     0.356,     0.032,     0.650,     0.000
    22.697e-9,  0.015567e-3,  0.000000e-3,     0.000,     0.355,     0.031,     0.650,     0.000
    22.698e-9,  0.016718e-3,  0.000000e-3,     0.000,     0.354,     0.031,     0.650,     0.000
    22.699e-9,  0.017935e-3,  0.000000e-3,     0.000,     0.353,     0.030,     0.650,     0.000
    22.700e-9,  0.019218e-3,  0.000000e-3,     0.000,     0.352,     0.030,     0.650,     0.000
    22.701e-9,  0.020569e-3,  0.000000e-3,     0.000,     0.350,     0.029,     0.650,     0.000
    22.702e-9,  0.021988e-3,  0.000000e-3,     0.000,     0.349,     0.029,     0.650,     0.000
    22.703e-9,  0.023476e-3,  0.000000e-3,     0.000,     0.348,     0.029,     0.650,     0.000
    22.704e-9,  0.025035e-3,  0.000000e-3,     0.000,     0.347,     0.028,     0.650,     0.000
    22.705e-9,  0.026664e-3,  0.000000e-3,     0.000,     0.345,     0.028,     0.650,     0.000
    22.706e-9,  0.028364e-3,  0.000000e-3,     0.000,     0.344,     0.027,     0.650,     0.000
    22.707e-9,  0.030133e-3,  0.000000e-3,     0.000,     0.343,     0.027,     0.650,     0.000
    22.708e-9,  0.031974e-3,  0.000000e-3,     0.000,     0.342,     0.026,     0.650,     0.000
    22.709e-9,  0.033883e-3,  0.000000e-3,     0.000,     0.340,     0.026,     0.650,     0.000
    22.710e-9,  0.035862e-3,  0.000000e-3,     0.000,     0.339,     0.026,     0.650,     0.000
    22.711e-9,  0.037910e-3,  0.000000e-3,     0.000,     0.338,     0.025,     0.650,     0.000
    22.712e-9,  0.040024e-3,  0.000000e-3,     0.000,     0.337,     0.025,     0.650,     0.000
    22.713e-9,  0.042205e-3,  0.000000e-3,     0.000,     0.336,     0.024,     0.650,     0.000
    22.714e-9,  0.044450e-3,  0.000000e-3,     0.000,     0.334,     0.024,     0.650,     0.000
    22.715e-9,  0.046759e-3,  0.000000e-3,     0.000,     0.333,     0.024,     0.650,     0.000
    22.716e-9,  0.049130e-3,  0.000000e-3,     0.000,     0.332,     0.023,     0.650,     0.000
    22.717e-9,  0.051561e-3,  0.000000e-3,     0.000,     0.331,     0.023,     0.650,     0.000
    22.718e-9,  0.054051e-3,  0.000000e-3,     0.000,     0.329,     0.023,     0.650,     0.000
    22.719e-9,  0.056597e-3,  0.000000e-3,     0.000,     0.328,     0.022,     0.650,     0.000
    22.720e-9,  0.059198e-3,  0.000000e-3,     0.000,     0.327,     0.022,     0.650,     0.000
    22.721e-9,  0.061851e-3,  0.000000e-3,     0.000,     0.326,     0.022,     0.650,     0.000
    22.722e-9,  0.064556e-3,  0.000000e-3,     0.000,     0.325,     0.021,     0.650,     0.000
    22.723e-9,  0.067309e-3,  0.000000e-3,     0.000,     0.323,     0.021,     0.650,     0.000
    22.724e-9,  0.070109e-3,  0.000000e-3,     0.000,     0.322,     0.021,     0.650,     0.000
    22.725e-9,  0.072953e-3,  0.000000e-3,     0.000,     0.321,     0.020,     0.650,     0.000
    22.726e-9,  0.075840e-3,  0.000000e-3,     0.000,     0.320,     0.020,     0.650,     0.000
    22.727e-9,  0.078767e-3,  0.000000e-3,     0.000,     0.318,     0.020,     0.650,     0.000
    22.728e-9,  0.081732e-3,  0.000000e-3,     0.000,     0.317,     0.019,     0.650,     0.000
    22.729e-9,  0.084733e-3,  0.000000e-3,     0.000,     0.316,     0.019,     0.650,     0.000
    22.730e-9,  0.087768e-3,  0.000000e-3,     0.000,     0.315,     0.019,     0.650,     0.000
    22.731e-9,  0.090836e-3,  0.000000e-3,     0.000,     0.314,     0.018,     0.650,     0.000
    22.732e-9,  0.093933e-3,  0.000000e-3,     0.000,     0.312,     0.018,     0.650,     0.000
    22.733e-9,  0.097057e-3,  0.000000e-3,     0.000,     0.311,     0.018,     0.650,     0.000
    22.734e-9,  0.100208e-3,  0.000000e-3,     0.000,     0.310,     0.018,     0.650,     0.000
    22.735e-9,  0.103382e-3,  0.000000e-3,     0.000,     0.309,     0.017,     0.650,     0.000
    22.736e-9,  0.106579e-3,  0.000000e-3,     0.000,     0.307,     0.017,     0.650,     0.000
    22.737e-9,  0.109795e-3,  0.000000e-3,     0.000,     0.306,     0.017,     0.650,     0.000
    22.738e-9,  0.113029e-3,  0.000000e-3,     0.000,     0.305,     0.016,     0.650,     0.000
    22.739e-9,  0.116279e-3,  0.000000e-3,     0.000,     0.304,     0.016,     0.650,     0.000
    22.740e-9,  0.119544e-3,  0.000000e-3,     0.000,     0.303,     0.016,     0.650,     0.000
    22.741e-9,  0.122821e-3,  0.000000e-3,     0.000,     0.301,     0.016,     0.650,     0.000
    22.742e-9,  0.126109e-3,  0.000000e-3,     0.000,     0.300,     0.015,     0.650,     0.000
    22.743e-9,  0.129405e-3,  0.000000e-3,     0.000,     0.299,     0.015,     0.650,     0.000
    22.744e-9,  0.132709e-3,  0.000000e-3,     0.000,     0.298,     0.015,     0.650,     0.000
    22.745e-9,  0.136019e-3,  0.000000e-3,     0.000,     0.296,     0.015,     0.650,     0.000
    22.746e-9,  0.139332e-3,  0.000000e-3,     0.000,     0.295,     0.014,     0.650,     0.000
    22.747e-9,  0.142648e-3,  0.000000e-3,     0.000,     0.294,     0.014,     0.650,     0.000
    22.748e-9,  0.145965e-3,  0.000000e-3,     0.000,     0.293,     0.014,     0.650,     0.000
    22.749e-9,  0.149280e-3,  0.000000e-3,     0.000,     0.292,     0.014,     0.650,     0.000
    22.750e-9,  0.152594e-3,  0.000000e-3,     0.000,     0.290,     0.014,     0.650,     0.000
    22.751e-9,  0.155903e-3,  0.000000e-3,     0.000,     0.289,     0.013,     0.650,     0.000
    22.752e-9,  0.159206e-3,  0.000000e-3,     0.000,     0.288,     0.013,     0.650,     0.000
    22.753e-9,  0.162503e-3,  0.000000e-3,     0.000,     0.287,     0.013,     0.650,     0.000
    22.754e-9,  0.165791e-3,  0.000000e-3,     0.000,     0.286,     0.013,     0.650,     0.000
    22.755e-9,  0.169069e-3,  0.000000e-3,     0.000,     0.284,     0.013,     0.650,     0.000
    22.756e-9,  0.172336e-3,  0.000000e-3,     0.000,     0.283,     0.012,     0.650,     0.000
    22.757e-9,  0.175590e-3,  0.000000e-3,     0.000,     0.282,     0.012,     0.650,     0.000
    22.758e-9,  0.178829e-3,  0.000000e-3,     0.000,     0.281,     0.012,     0.650,     0.000
    22.759e-9,  0.182053e-3,  0.000000e-3,     0.000,     0.280,     0.012,     0.650,     0.000
    22.760e-9,  0.185259e-3,  0.000000e-3,     0.000,     0.278,     0.012,     0.650,     0.000
    22.761e-9,  0.188446e-3,  0.000000e-3,     0.000,     0.277,     0.011,     0.650,     0.000
    22.762e-9,  0.191612e-3,  0.000000e-3,     0.000,     0.276,     0.011,     0.650,     0.000
    22.763e-9,  0.194756e-3,  0.000000e-3,     0.000,     0.275,     0.011,     0.650,     0.000
    22.764e-9,  0.197877e-3,  0.000000e-3,     0.000,     0.274,     0.011,     0.650,     0.000
    22.765e-9,  0.200972e-3,  0.000000e-3,     0.000,     0.272,     0.011,     0.650,     0.000
    22.766e-9,  0.204039e-3,  0.000000e-3,     0.000,     0.271,     0.011,     0.650,     0.000
    22.767e-9,  0.207077e-3,  0.000000e-3,     0.000,     0.270,     0.010,     0.650,     0.000
    22.768e-9,  0.210083e-3,  0.000000e-3,     0.000,     0.269,     0.010,     0.650,     0.000
    22.769e-9,  0.213054e-3,  0.000000e-3,     0.000,     0.268,     0.010,     0.650,     0.000
    22.770e-9,  0.215988e-3,  0.000000e-3,     0.000,     0.267,     0.010,     0.650,     0.000
    22.771e-9,  0.218882e-3,  0.000000e-3,     0.000,     0.265,     0.010,     0.650,     0.000
    22.772e-9,  0.221732e-3,  0.000000e-3,     0.000,     0.264,     0.010,     0.650,     0.000
    22.773e-9,  0.224534e-3,  0.000000e-3,     0.000,     0.263,     0.009,     0.650,     0.000
    22.774e-9,  0.227283e-3,  0.000000e-3,     0.000,     0.262,     0.009,     0.650,     0.000
