Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    22.210e-9,  3.927434e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.655,     0.000,     0.657,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    22.220e-9,  4.184338e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.653,     0.000,     0.660,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    22.230e-9,  4.456814e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.648,     0.000,     0.661,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    22.240e-9,  4.406889e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.640,     0.000,     0.657,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650
    22.250e-9,  4.178052e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.627,     0.000,     0.648,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    22.260e-9,  3.635397e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.608,     0.000,     0.633,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    22.270e-9,  2.903622e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.584,     0.000,     0.611,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    22.280e-9,  2.344415e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.556,     0.000,     0.585,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    22.290e-9,  1.807280e-3,  0.000000e-3,     0.000,     0.000,     0.004,     0.000,     0.523,     0.000,     0.554,     0.040,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650
    22.300e-9,  1.823265e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,     0.485,     0.000,     0.519,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    22.310e-9,  2.690034e-3,  0.000000e-3,     0.000,     0.000,     0.017,     0.000,     0.443,     0.000,     0.482,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    22.320e-9,  3.250450e-3,  0.000000e-3,     0.000,     0.000,     0.030,     0.000,     0.400,     0.000,     0.442,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    22.330e-9,  3.257762e-3,  0.000000e-3,     0.000,     0.000,     0.050,     0.000,     0.355,     0.000,     0.401,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    22.340e-9,  3.003863e-3,  0.000000e-3,     0.000,     0.000,     0.077,     0.000,     0.310,     0.000,     0.360,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
    22.350e-9,  2.369543e-3,  0.000000e-3,     0.000,     0.000,     0.111,     0.000,     0.266,     0.000,     0.319,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    22.360e-9,  1.503696e-3,  0.000000e-3,     0.000,     0.000,     0.155,     0.000,     0.224,     0.000,     0.279,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    22.370e-9,  1.335047e-3,  0.000000e-3,     0.000,     0.000,     0.207,     0.000,     0.184,     0.000,     0.241,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    22.380e-9,  1.464478e-3,  0.000000e-3,     0.000,     0.000,     0.267,     0.000,     0.147,     0.000,     0.204,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    22.390e-9,  1.946118e-3,  0.000000e-3,     0.000,     0.000,     0.335,     0.000,     0.113,     0.000,     0.169,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
    22.400e-9,  2.245486e-3,  0.000000e-3,     0.000,     0.000,     0.409,     0.000,     0.083,     0.000,     0.136,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    22.410e-9, 12.961369e-3,  0.000000e-3,     0.000,     0.000,     0.487,     0.000,     0.055,     0.000,     0.105,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    22.420e-9, 12.742870e-3,  0.000000e-3,     0.000,     0.000,     0.567,     0.000,     0.031,     0.000,     0.077,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    22.430e-9, 12.048523e-3,  0.000000e-3,     0.000,     0.000,     0.639,     0.000,     0.011,     0.000,     0.052,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    22.440e-9, 11.106374e-3,  0.000000e-3,     0.000,     0.000,     0.698,     0.000,    -0.006,     0.000,     0.030,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
    22.450e-9, 10.213441e-3,  0.000000e-3,     0.000,     0.000,     0.734,     0.000,    -0.019,     0.000,     0.011,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    22.460e-9,  8.984948e-3,  0.000000e-3,     0.000,     0.000,     0.746,     0.000,    -0.028,     0.000,    -0.004,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    22.470e-9,  8.408211e-3,  0.000000e-3,     0.000,     0.000,     0.738,     0.000,    -0.035,     0.000,    -0.016,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    22.480e-9,  7.287631e-3,  0.000000e-3,     0.000,     0.000,     0.719,     0.000,    -0.039,     0.000,    -0.025,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    22.490e-9,  6.048796e-3,  0.000000e-3,     0.000,     0.000,     0.696,     0.000,    -0.040,     0.000,    -0.031,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000
    22.500e-9,  4.048770e-3,  0.000000e-3,     0.000,     0.000,     0.675,     0.000,    -0.040,     0.000,    -0.035,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    22.510e-9,  2.565202e-3,  0.000000e-3,     0.000,     0.000,     0.659,     0.000,    -0.037,     0.000,    -0.037,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    22.520e-9,  4.675106e-3,  0.000000e-3,     0.000,     0.000,     0.644,     0.000,    -0.034,     0.000,    -0.036,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    22.530e-9,  5.880878e-3,  0.000000e-3,     0.000,     0.000,     0.630,     0.000,    -0.030,     0.000,    -0.035,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    22.540e-9,  5.747033e-3,  0.000000e-3,     0.000,     0.000,     0.613,     0.000,    -0.025,     0.000,    -0.032,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000
    22.550e-9,  4.767731e-3,  0.000000e-3,     0.000,     0.000,     0.592,     0.000,    -0.021,     0.000,    -0.028,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    22.560e-9,  3.097609e-3,  0.000000e-3,     0.000,     0.000,     0.566,     0.000,    -0.016,     0.000,    -0.024,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    22.570e-9,  1.865256e-3,  0.000000e-3,     0.000,     0.000,     0.536,     0.000,    -0.012,     0.000,    -0.020,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    22.580e-9,  1.939459e-3,  0.000000e-3,     0.000,     0.000,     0.501,     0.000,    -0.008,     0.000,    -0.016,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    22.590e-9,  2.457034e-3,  0.000000e-3,     0.000,     0.000,     0.463,     0.000,    -0.004,     0.000,    -0.012,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
    22.600e-9,  2.348124e-3,  0.000000e-3,     0.000,     0.000,     0.421,     0.000,    -0.002,     0.000,    -0.008,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    22.610e-9,  4.156774e-3,  0.000000e-3,     0.000,     0.000,     0.376,     0.000,     0.001,     0.000,    -0.005,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    22.620e-9,  3.876022e-3,  0.000000e-3,     0.000,     0.000,     0.329,     0.000,     0.003,     0.000,    -0.003,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    22.630e-9,  3.809789e-3,  0.000000e-3,     0.000,     0.000,     0.282,     0.000,     0.004,     0.000,    -0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    22.640e-9,  3.542907e-3,  0.000000e-3,     0.000,     0.000,     0.236,     0.000,     0.005,     0.000,     0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000
    22.650e-9,  3.113378e-3,  0.000000e-3,     0.000,     0.000,     0.191,     0.000,     0.006,     0.000,     0.003,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    22.660e-9,  2.879410e-3,  0.000000e-3,     0.000,     0.000,     0.150,     0.000,     0.007,     0.000,     0.004,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    22.670e-9,  2.782885e-3,  0.000000e-3,     0.000,     0.000,     0.112,     0.000,     0.008,     0.000,     0.005,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    22.680e-9,  2.454818e-3,  0.000000e-3,     0.000,     0.000,     0.078,     0.000,     0.009,     0.000,     0.006,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    22.690e-9,  2.659527e-3,  0.000000e-3,     0.000,     0.000,     0.047,     0.000,     0.012,     0.000,     0.007,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000
    22.700e-9,  3.015634e-3,  0.000000e-3,     0.000,     0.000,     0.021,     0.000,     0.018,     0.000,     0.010,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    22.710e-9,  2.952992e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.030,     0.000,     0.016,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    22.720e-9,  3.073598e-3,  0.000000e-3,     0.000,     0.000,    -0.017,     0.000,     0.050,     0.000,     0.028,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    22.730e-9,  3.000748e-3,  0.000000e-3,     0.000,     0.000,    -0.030,     0.000,     0.080,     0.000,     0.047,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    22.740e-9,  3.117502e-3,  0.000000e-3,     0.000,     0.000,    -0.040,     0.000,     0.121,     0.000,     0.075,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000
    22.750e-9,  3.271699e-3,  0.000000e-3,     0.000,     0.000,    -0.046,     0.000,     0.173,     0.000,     0.112,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    22.760e-9,  3.192097e-3,  0.000000e-3,     0.000,     0.000,    -0.050,     0.000,     0.234,     0.000,     0.160,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    22.770e-9,  3.081101e-3,  0.000000e-3,     0.000,     0.000,    -0.051,     0.000,     0.303,     0.000,     0.218,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    22.780e-9,  3.625374e-3,  0.000000e-3,     0.000,     0.000,    -0.052,     0.000,     0.378,     0.000,     0.284,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    22.790e-9,  3.604287e-3,  0.000000e-3,     0.000,     0.000,    -0.051,     0.000,     0.457,     0.000,     0.356,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000
    22.800e-9,  3.494098e-3,  0.000000e-3,     0.000,     0.000,    -0.049,     0.000,     0.541,     0.000,     0.434,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    22.810e-9,  6.077940e-3,  0.000000e-3,     0.000,     0.000,    -0.047,     0.000,     0.622,     0.000,     0.515,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    22.820e-9,  5.405894e-3,  0.000000e-3,     0.000,     0.000,    -0.045,     0.000,     0.689,     0.000,     0.598,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    22.830e-9,  4.630506e-3,  0.000000e-3,     0.000,     0.000,    -0.042,     0.000,     0.734,     0.000,     0.670,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    22.840e-9,  4.570708e-3,  0.000000e-3,     0.000,     0.000,    -0.037,     0.000,     0.750,     0.000,     0.722,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650
    22.850e-9,  4.462527e-3,  0.000000e-3,     0.000,     0.000,    -0.029,     0.000,     0.745,     0.000,     0.747,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    22.860e-9,  3.574459e-3,  0.000000e-3,     0.000,     0.000,    -0.018,     0.000,     0.721,     0.000,     0.748,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    22.870e-9,  3.084408e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.689,     0.000,     0.730,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    22.880e-9,  2.592825e-3,  0.000000e-3,     0.000,     0.000,     0.020,     0.000,     0.657,     0.000,     0.700,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    22.890e-9,  2.371565e-3,  0.000000e-3,     0.000,     0.000,     0.049,     0.000,     0.631,     0.000,     0.668,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650
    22.900e-9,  2.066293e-3,  0.000000e-3,     0.000,     0.000,     0.084,     0.000,     0.615,     0.000,     0.640,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    22.910e-9,  2.069420e-3,  0.000000e-3,     0.000,     0.000,     0.126,     0.000,     0.608,     0.000,     0.621,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    22.920e-9,  2.511432e-3,  0.000000e-3,     0.000,     0.000,     0.174,     0.000,     0.610,     0.000,     0.610,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    22.930e-9,  2.768474e-3,  0.000000e-3,     0.000,     0.000,     0.226,     0.000,     0.617,     0.000,     0.608,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    22.940e-9,  2.738951e-3,  0.000000e-3,     0.000,     0.000,     0.280,     0.000,     0.629,     0.000,     0.612,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650
    22.950e-9,  2.325476e-3,  0.000000e-3,     0.000,     0.000,     0.332,     0.000,     0.641,     0.000,     0.621,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    22.960e-9,  1.807433e-3,  0.000000e-3,     0.000,     0.000,     0.378,     0.000,     0.652,     0.000,     0.631,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    22.970e-9,  1.481703e-3,  0.000000e-3,     0.000,     0.000,     0.416,     0.000,     0.660,     0.000,     0.641,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    22.980e-9,  1.277433e-3,  0.000000e-3,     0.000,     0.000,     0.447,     0.000,     0.665,     0.000,     0.650,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    22.990e-9,  1.226172e-3,  0.000000e-3,     0.000,     0.000,     0.471,     0.000,     0.666,     0.000,     0.657,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
    23.000e-9,  1.572969e-3,  0.000000e-3,     0.000,     0.000,     0.486,     0.000,     0.663,     0.000,     0.662,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    23.010e-9,  3.650529e-3,  0.000000e-3,     0.000,     0.000,     0.493,     0.000,     0.660,     0.000,     0.666,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    23.020e-9,  3.687482e-3,  0.000000e-3,     0.000,     0.000,     0.490,     0.000,     0.655,     0.000,     0.669,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    23.030e-9,  3.472367e-3,  0.000000e-3,     0.000,     0.000,     0.477,     0.000,     0.651,     0.000,     0.670,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    23.040e-9,  3.275088e-3,  0.000000e-3,     0.000,     0.000,     0.457,     0.000,     0.647,     0.000,     0.666,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
    23.050e-9,  3.360474e-3,  0.000000e-3,     0.000,     0.000,     0.429,     0.000,     0.645,     0.000,     0.657,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    23.060e-9,  2.762556e-3,  0.000000e-3,     0.000,     0.000,     0.395,     0.000,     0.644,     0.000,     0.640,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    23.070e-9,  2.377516e-3,  0.000000e-3,     0.000,     0.000,     0.355,     0.000,     0.644,     0.000,     0.618,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    23.080e-9,  1.737866e-3,  0.000000e-3,     0.000,     0.000,     0.311,     0.000,     0.646,     0.000,     0.590,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    23.090e-9,  1.592268e-3,  0.000000e-3,     0.000,     0.000,     0.265,     0.000,     0.647,     0.000,     0.560,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
    23.100e-9,  1.717624e-3,  0.000000e-3,     0.000,     0.000,     0.218,     0.000,     0.649,     0.000,     0.528,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    23.110e-9,  1.270213e-3,  0.000000e-3,     0.000,     0.000,     0.173,     0.000,     0.650,     0.000,     0.494,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    23.120e-9,  1.238633e-3,  0.000000e-3,     0.000,     0.000,     0.130,     0.000,     0.652,     0.000,     0.458,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    23.130e-9,  1.415376e-3,  0.000000e-3,     0.000,     0.000,     0.090,     0.000,     0.652,     0.000,     0.420,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    23.140e-9,  1.422931e-3,  0.000000e-3,     0.000,     0.000,     0.054,     0.000,     0.652,     0.000,     0.381,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650
    23.150e-9,  1.318938e-3,  0.000000e-3,     0.000,     0.000,     0.024,     0.000,     0.652,     0.000,     0.340,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    23.160e-9,  1.286276e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.651,     0.000,     0.300,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    23.170e-9,  1.047405e-3,  0.000000e-3,     0.000,     0.000,    -0.022,     0.000,     0.651,     0.000,     0.260,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    23.180e-9,  0.996961e-3,  0.000000e-3,     0.000,     0.000,    -0.037,     0.000,     0.650,     0.000,     0.221,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    23.190e-9,  0.975627e-3,  0.000000e-3,     0.000,     0.000,    -0.048,     0.000,     0.650,     0.000,     0.183,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
    23.200e-9,  1.137240e-3,  0.000000e-3,     0.000,     0.000,    -0.053,     0.000,     0.649,     0.000,     0.148,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    23.210e-9,  5.841476e-3,  0.000000e-3,     0.000,     0.000,    -0.055,     0.000,     0.649,     0.000,     0.115,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    23.220e-9,  5.818364e-3,  0.000000e-3,     0.000,     0.000,    -0.054,     0.000,     0.649,     0.000,     0.085,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    23.230e-9,  5.553994e-3,  0.000000e-3,     0.000,     0.000,    -0.050,     0.000,     0.649,     0.000,     0.058,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    23.240e-9,  5.052380e-3,  0.000000e-3,     0.000,     0.000,    -0.044,     0.000,     0.650,     0.000,     0.034,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000
    23.250e-9,  4.392360e-3,  0.000000e-3,     0.000,     0.000,    -0.037,     0.000,     0.650,     0.000,     0.014,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    23.260e-9,  3.448066e-3,  0.000000e-3,     0.000,     0.000,    -0.030,     0.000,     0.650,     0.000,    -0.003,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    23.270e-9,  3.379476e-3,  0.000000e-3,     0.000,     0.000,    -0.022,     0.000,     0.650,     0.000,    -0.016,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    23.280e-9,  3.295361e-3,  0.000000e-3,     0.000,     0.000,    -0.015,     0.000,     0.650,     0.000,    -0.026,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    23.290e-9,  2.864286e-3,  0.000000e-3,     0.000,     0.000,    -0.009,     0.000,     0.650,     0.000,    -0.033,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000
    23.300e-9,  2.000601e-3,  0.000000e-3,     0.000,     0.000,    -0.003,     0.000,     0.650,     0.000,    -0.037,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    23.310e-9,  1.310684e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.650,     0.000,    -0.039,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    23.320e-9,  2.161823e-3,  0.000000e-3,     0.000,     0.000,     0.005,     0.000,     0.650,     0.000,    -0.039,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    23.330e-9,  2.606936e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,     0.650,     0.000,    -0.037,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    23.340e-9,  2.528242e-3,  0.000000e-3,     0.000,     0.000,     0.009,     0.000,     0.650,     0.000,    -0.034,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
    23.350e-9,  2.006940e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.650,     0.000,    -0.030,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    23.360e-9,  1.293655e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.650,     0.000,    -0.026,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    23.370e-9,  0.769056e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.650,     0.000,    -0.022,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    23.380e-9,  1.055304e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.650,     0.000,    -0.017,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    23.390e-9,  1.462325e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.000,     0.650,     0.000,    -0.013,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000
    23.400e-9,  1.550833e-3,  0.000000e-3,     0.000,     0.000,     0.007,     0.000,     0.650,     0.000,    -0.009,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    23.410e-9,  4.204891e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.000,     0.650,     0.000,    -0.006,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    23.420e-9,  3.936488e-3,  0.000000e-3,     0.000,     0.000,     0.005,     0.000,     0.650,     0.000,    -0.003,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    23.430e-9,  3.584227e-3,  0.000000e-3,     0.000,     0.000,     0.003,     0.000,     0.650,     0.000,    -0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    23.440e-9,  3.333817e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.000,     0.650,     0.000,     0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000
    23.450e-9,  3.098589e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.650,     0.000,     0.002,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    23.460e-9,  2.422112e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.001,     0.004,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    23.470e-9,  2.190456e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.003,     0.005,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    23.480e-9,  2.013885e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.009,     0.006,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    23.490e-9,  2.193939e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.019,     0.008,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000
    23.500e-9,  2.443811e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.650,     0.038,     0.013,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
