Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     1.300e-9,  1.494259e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.644,     0.002,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
     1.310e-9,  1.655224e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.637,     0.002,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
     1.320e-9,  1.640618e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.626,     0.001,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
     1.330e-9,  1.351213e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.611,     0.001,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
     1.340e-9,  1.139800e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.590,     0.001,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
     1.350e-9,  1.062748e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.565,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
     1.360e-9,  0.621924e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.534,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
     1.370e-9,  0.698758e-3,  0.000000e-3,     0.650,     0.001,     0.650,     0.650,     0.650,     0.500,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
     1.380e-9,  0.801629e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.463,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
     1.390e-9,  0.968212e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.423,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
     1.400e-9,  0.952051e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.382,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.410e-9,  1.932629e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.342,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.420e-9,  2.038188e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,     0.301,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.430e-9,  2.357106e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.262,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.440e-9,  2.680790e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.224,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
     1.450e-9,  2.922722e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.188,    -0.001,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
     1.460e-9,  3.275578e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.155,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
     1.470e-9,  3.329161e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.123,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
     1.480e-9,  3.270543e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.094,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
     1.490e-9,  2.897703e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.068,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
     1.500e-9,  2.177014e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.044,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
     1.510e-9,  1.632610e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.024,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
     1.520e-9,  1.610731e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,     0.007,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
     1.530e-9,  1.383350e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,    -0.007,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
     1.540e-9,  0.979976e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,    -0.018,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
     1.550e-9,  0.855156e-3,  0.000000e-3,     0.650,    -0.000,     0.650,     0.650,     0.650,    -0.026,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
     1.560e-9,  0.996186e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.650,     0.650,    -0.031,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
     1.570e-9,  1.358685e-3,  0.000000e-3,     0.648,     0.000,     0.650,     0.650,     0.650,    -0.034,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
     1.580e-9,  1.533861e-3,  0.000000e-3,     0.642,     0.000,     0.650,     0.650,     0.650,    -0.035,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
     1.590e-9,  1.650246e-3,  0.000000e-3,     0.629,     0.000,     0.650,     0.650,     0.650,    -0.035,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
     1.600e-9,  1.471834e-3,  0.000000e-3,     0.608,     0.000,     0.650,     0.650,     0.650,    -0.033,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
     1.610e-9,  5.946531e-3,  0.000000e-3,     0.577,     0.000,     0.650,     0.650,     0.650,    -0.030,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
     1.620e-9,  6.075806e-3,  0.000000e-3,     0.538,     0.000,     0.650,     0.650,     0.650,    -0.027,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
     1.630e-9,  6.130532e-3,  0.000000e-3,     0.493,     0.000,     0.650,     0.650,     0.650,    -0.023,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
     1.640e-9,  5.615961e-3,  0.000000e-3,     0.441,     0.000,     0.650,     0.650,     0.650,    -0.019,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
     1.650e-9,  4.879136e-3,  0.000000e-3,     0.383,     0.000,     0.650,     0.650,     0.650,    -0.015,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
     1.660e-9,  4.037247e-3,  0.000000e-3,     0.320,     0.000,     0.650,     0.650,     0.650,    -0.011,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
     1.670e-9,  3.770919e-3,  0.000000e-3,     0.256,     0.000,     0.650,     0.650,     0.650,    -0.008,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
     1.680e-9,  3.538213e-3,  0.000000e-3,     0.193,     0.000,     0.650,     0.650,     0.650,    -0.005,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
     1.690e-9,  2.851529e-3,  0.000000e-3,     0.132,    -0.000,     0.650,     0.650,     0.650,    -0.002,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
     1.700e-9,  1.863331e-3,  0.000000e-3,     0.078,    -0.000,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
     1.710e-9,  0.948907e-3,  0.000000e-3,     0.030,    -0.000,     0.650,     0.650,     0.650,     0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
     1.720e-9,  2.158345e-3,  0.000000e-3,    -0.010,    -0.000,     0.648,     0.650,     0.650,     0.003,     0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
     1.730e-9,  2.960430e-3,  0.000000e-3,    -0.041,    -0.000,     0.642,     0.650,     0.650,     0.004,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
     1.740e-9,  3.118299e-3,  0.000000e-3,    -0.064,    -0.000,     0.629,     0.650,     0.650,     0.004,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
     1.750e-9,  2.738780e-3,  0.000000e-3,    -0.077,    -0.000,     0.610,     0.650,     0.650,     0.005,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
     1.760e-9,  1.947671e-3,  0.000000e-3,    -0.083,    -0.000,     0.584,     0.650,     0.650,     0.005,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
     1.770e-9,  1.124601e-3,  0.000000e-3,    -0.083,    -0.000,     0.553,     0.650,     0.650,     0.005,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
     1.780e-9,  1.184492e-3,  0.000000e-3,    -0.077,    -0.000,     0.518,     0.650,     0.650,     0.005,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
     1.790e-9,  1.471519e-3,  0.000000e-3,    -0.067,    -0.000,     0.479,     0.650,     0.650,     0.004,    -0.000,     0.040,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
     1.800e-9,  1.401674e-3,  0.000000e-3,    -0.055,    -0.000,     0.437,     0.650,     0.650,     0.004,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
     1.810e-9,  1.863880e-3,  0.000000e-3,    -0.042,     0.000,     0.392,     0.650,     0.650,     0.003,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
     1.820e-9,  1.776678e-3,  0.000000e-3,    -0.029,     0.000,     0.344,     0.650,     0.650,     0.003,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
     1.830e-9,  1.893118e-3,  0.000000e-3,    -0.017,     0.000,     0.295,     0.650,     0.650,     0.002,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
     1.840e-9,  1.868133e-3,  0.000000e-3,    -0.006,     0.000,     0.246,     0.650,     0.650,     0.002,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
     1.850e-9,  1.806156e-3,  0.000000e-3,     0.003,     0.000,     0.199,     0.650,     0.650,     0.001,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
     1.860e-9,  1.856933e-3,  0.000000e-3,     0.010,     0.000,     0.153,     0.650,     0.650,     0.001,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
     1.870e-9,  1.869375e-3,  0.000000e-3,     0.015,     0.000,     0.111,     0.650,     0.650,     0.000,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
     1.880e-9,  1.717225e-3,  0.000000e-3,     0.018,     0.000,     0.073,     0.650,     0.650,     0.000,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
     1.890e-9,  1.489049e-3,  0.000000e-3,     0.019,     0.000,     0.039,     0.650,     0.650,    -0.000,    -0.000,     0.040,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
     1.900e-9,  1.477306e-3,  0.000000e-3,     0.019,     0.000,     0.010,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
     1.910e-9,  1.992463e-3,  0.000000e-3,     0.018,     0.000,    -0.013,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
     1.920e-9,  2.194487e-3,  0.000000e-3,     0.016,     0.000,    -0.031,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
     1.930e-9,  2.247641e-3,  0.000000e-3,     0.014,     0.000,    -0.044,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
     1.940e-9,  2.195756e-3,  0.000000e-3,     0.011,     0.000,    -0.052,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
     1.950e-9,  1.956659e-3,  0.000000e-3,     0.008,     0.000,    -0.056,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
     1.960e-9,  1.494460e-3,  0.000000e-3,     0.005,     0.000,    -0.056,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
     1.970e-9,  1.421559e-3,  0.000000e-3,     0.003,     0.000,    -0.053,     0.650,     0.650,    -0.001,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
     1.980e-9,  1.708907e-3,  0.000000e-3,     0.001,     0.000,    -0.048,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
     1.990e-9,  1.949830e-3,  0.000000e-3,    -0.001,    -0.000,    -0.042,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
     2.000e-9,  1.869780e-3,  0.000000e-3,    -0.002,     0.000,    -0.034,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
     2.010e-9,  2.666920e-3,  0.000000e-3,    -0.003,     0.000,    -0.027,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
     2.020e-9,  2.491665e-3,  0.000000e-3,    -0.004,     0.000,    -0.020,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
     2.030e-9,  2.131064e-3,  0.000000e-3,    -0.004,     0.000,    -0.013,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
     2.040e-9,  1.831712e-3,  0.000000e-3,    -0.004,     0.000,    -0.008,     0.650,     0.650,    -0.000,     0.000,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
