Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
  2869.200e-9,  5.748430e-3,  0.000000e-3,     0.647,     0.649,     0.385,     0.001,     0.000,     0.001,     0.384,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.250e-9,  4.984242e-3,  0.000000e-3,     0.636,     0.645,     0.467,     0.005,     0.000,     0.005,     0.309,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.300e-9,  4.384045e-3,  0.000000e-3,     0.605,     0.627,     0.553,     0.017,     0.000,     0.018,     0.230,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.350e-9,  4.757528e-3,  0.000000e-3,     0.561,     0.591,     0.641,     0.049,     0.000,     0.050,     0.146,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.400e-9,  4.310246e-3,  0.000000e-3,     0.507,     0.544,     0.720,     0.092,     0.000,     0.095,     0.059,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.450e-9,  5.708696e-3,  0.000000e-3,     0.444,     0.487,     0.757,     0.147,     0.000,     0.150,    -0.018,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.500e-9,  5.509531e-3,  0.000000e-3,     0.373,     0.421,     0.770,     0.210,     0.000,     0.214,    -0.074,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.550e-9,  6.424218e-3,  0.000000e-3,     0.298,     0.349,     0.761,     0.281,     0.000,     0.284,    -0.101,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.600e-9,  6.343490e-3,  0.000000e-3,     0.217,     0.272,     0.734,     0.357,     0.000,     0.360,    -0.103,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.650e-9,  6.386250e-3,  0.000000e-3,     0.133,     0.190,     0.694,     0.437,     0.000,     0.441,    -0.086,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.700e-9,  5.570942e-3,  0.000000e-3,     0.046,     0.105,     0.642,     0.522,     0.000,     0.526,    -0.053,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.750e-9,  4.777661e-3,  0.000000e-3,    -0.036,     0.017,     0.616,     0.609,     0.000,     0.613,    -0.018,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.800e-9,  3.730274e-3,  0.000000e-3,    -0.085,    -0.055,     0.615,     0.699,     0.000,     0.701,     0.013,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.850e-9,  3.623163e-3,  0.000000e-3,    -0.105,    -0.090,     0.632,     0.740,     0.000,     0.741,     0.034,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.900e-9,  4.124933e-3,  0.000000e-3,    -0.102,    -0.101,     0.663,     0.759,     0.000,     0.758,     0.044,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2869.950e-9,  5.633107e-3,  0.000000e-3,    -0.081,    -0.091,     0.665,     0.753,     0.000,     0.752,     0.044,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.000e-9,  5.668911e-3,  0.000000e-3,    -0.045,    -0.063,     0.653,     0.730,     0.000,     0.741,     0.036,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.050e-9,  6.303054e-3,  0.000000e-3,    -0.002,    -0.021,     0.644,     0.692,     0.000,     0.716,     0.025,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.100e-9,  5.534877e-3,  0.000000e-3,     0.029,     0.015,     0.644,     0.642,     0.000,     0.676,     0.011,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.150e-9,  5.678073e-3,  0.000000e-3,     0.044,     0.038,     0.650,     0.619,     0.000,     0.625,    -0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.200e-9,  4.863576e-3,  0.000000e-3,     0.043,     0.044,     0.653,     0.620,     0.001,     0.565,    -0.010,     0.649,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.250e-9,  5.007356e-3,  0.000000e-3,     0.029,     0.036,     0.652,     0.639,     0.004,     0.496,    -0.015,     0.642,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.300e-9,  3.628994e-3,  0.000000e-3,     0.011,     0.020,     0.650,     0.665,     0.013,     0.422,    -0.018,     0.625,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.350e-9,  4.098496e-3,  0.000000e-3,    -0.005,     0.002,     0.649,     0.659,     0.034,     0.343,    -0.019,     0.595,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.400e-9,  4.617893e-3,  0.000000e-3,    -0.016,    -0.012,     0.649,     0.648,     0.071,     0.260,    -0.019,     0.555,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.450e-9,  5.661005e-3,  0.000000e-3,    -0.020,    -0.018,     0.650,     0.644,     0.120,     0.174,    -0.013,     0.513,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.500e-9,  5.736776e-3,  0.000000e-3,    -0.017,    -0.017,     0.651,     0.648,     0.179,     0.085,     0.015,     0.475,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.550e-9,  6.569660e-3,  0.000000e-3,    -0.011,    -0.011,     0.650,     0.652,     0.246,    -0.002,     0.056,     0.442,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.600e-9,  5.675700e-3,  0.000000e-3,    -0.003,    -0.003,     0.650,     0.652,     0.319,    -0.067,     0.108,     0.414,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.650e-9,  5.933369e-3,  0.000000e-3,     0.004,     0.004,     0.650,     0.650,     0.397,    -0.103,     0.170,     0.391,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.700e-9,  5.538826e-3,  0.000000e-3,     0.008,     0.008,     0.650,     0.649,     0.480,    -0.112,     0.239,     0.372,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.750e-9,  6.274178e-3,  0.000000e-3,     0.008,     0.008,     0.650,     0.650,     0.565,    -0.100,     0.313,     0.354,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.800e-9,  5.850274e-3,  0.000000e-3,     0.006,     0.006,     0.650,     0.650,     0.654,    -0.071,     0.393,     0.330,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.850e-9,  7.058072e-3,  0.000000e-3,     0.002,     0.003,     0.650,     0.650,     0.715,    -0.036,     0.476,     0.299,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.900e-9,  7.837603e-3,  0.000000e-3,    -0.001,    -0.000,     0.650,     0.650,     0.743,    -0.002,     0.563,     0.261,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2870.950e-9,  8.152407e-3,  0.000000e-3,    -0.003,    -0.003,     0.650,     0.650,     0.747,     0.025,     0.652,     0.224,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.000e-9,  7.175715e-3,  0.000000e-3,    -0.004,    -0.004,     0.650,     0.650,     0.731,     0.041,     0.716,     0.186,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.050e-9,  7.108754e-3,  0.000000e-3,    -0.003,    -0.003,     0.650,     0.650,     0.699,     0.046,     0.745,     0.154,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.100e-9,  6.276197e-3,  0.000000e-3,    -0.002,    -0.002,     0.649,     0.650,     0.654,     0.044,     0.750,     0.125,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.150e-9,  6.076655e-3,  0.000000e-3,    -0.000,    -0.000,     0.640,     0.650,     0.619,     0.037,     0.735,     0.100,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.200e-9,  5.486372e-3,  0.000000e-3,     0.001,     0.001,     0.611,     0.650,     0.616,     0.028,     0.704,     0.075,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.250e-9,  6.112477e-3,  0.000000e-3,     0.001,     0.002,     0.570,     0.650,     0.631,     0.021,     0.659,     0.054,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.300e-9,  5.624791e-3,  0.000000e-3,     0.002,     0.002,     0.517,     0.650,     0.655,     0.015,     0.620,     0.034,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.350e-9,  6.322559e-3,  0.000000e-3,     0.001,     0.001,     0.455,     0.650,     0.666,     0.014,     0.614,     0.011,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.400e-9,  6.008253e-3,  0.000000e-3,     0.001,     0.000,     0.385,     0.650,     0.666,     0.021,     0.626,    -0.010,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.450e-9,  6.366534e-3,  0.000000e-3,    -0.000,    -0.000,     0.310,     0.650,     0.660,     0.040,     0.654,    -0.026,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.500e-9,  6.137356e-3,  0.000000e-3,    -0.000,    -0.001,     0.231,     0.650,     0.652,     0.074,     0.667,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.550e-9,  6.266573e-3,  0.000000e-3,    -0.001,    -0.001,     0.147,     0.650,     0.646,     0.120,     0.662,    -0.026,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.600e-9,  4.838404e-3,  0.000000e-3,    -0.001,    -0.001,     0.060,     0.650,     0.643,     0.177,     0.650,    -0.020,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.650e-9,  4.704608e-3,  0.000000e-3,    -0.000,    -0.000,    -0.022,     0.650,     0.644,     0.242,     0.643,    -0.011,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.700e-9,  4.561969e-3,  0.000000e-3,    -0.000,    -0.000,    -0.078,     0.650,     0.648,     0.313,     0.644,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.750e-9,  5.256588e-3,  0.000000e-3,     0.000,     0.000,    -0.101,     0.650,     0.652,     0.390,     0.649,     0.003,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.800e-9,  5.173708e-3,  0.000000e-3,     0.000,     0.000,    -0.102,     0.650,     0.653,     0.471,     0.653,     0.004,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.850e-9,  5.641926e-3,  0.000000e-3,     0.000,     0.000,    -0.083,     0.650,     0.651,     0.556,     0.653,    -0.004,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.900e-9,  5.198553e-3,  0.000000e-3,     0.000,     0.000,    -0.053,     0.650,     0.649,     0.644,     0.651,    -0.015,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2871.950e-9,  5.823237e-3,  0.000000e-3,     0.000,     0.000,    -0.025,     0.650,     0.649,     0.716,     0.649,    -0.026,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.000e-9,  5.751303e-3,  0.000000e-3,     0.000,    -0.000,    -0.001,     0.650,     0.649,     0.749,     0.649,    -0.028,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.050e-9,  6.038970e-3,  0.000000e-3,    -0.000,    -0.000,     0.029,     0.650,     0.650,     0.759,     0.650,    -0.025,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.100e-9,  5.126422e-3,  0.000000e-3,    -0.000,    -0.000,     0.075,     0.650,     0.651,     0.747,     0.650,    -0.022,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.150e-9,  4.754085e-3,  0.000000e-3,    -0.000,    -0.000,     0.131,     0.650,     0.651,     0.718,     0.651,    -0.016,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.200e-9,  3.968264e-3,  0.000000e-3,    -0.000,    -0.000,     0.195,     0.650,     0.650,     0.676,     0.650,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.250e-9,  4.657552e-3,  0.000000e-3,    -0.000,     0.000,     0.266,     0.650,     0.650,     0.622,     0.650,    -0.007,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.300e-9,  4.014262e-3,  0.000000e-3,     0.000,     0.000,     0.343,     0.650,     0.650,     0.610,     0.650,    -0.007,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.350e-9,  4.833348e-3,  0.000000e-3,     0.000,     0.000,     0.424,     0.650,     0.650,     0.616,     0.650,    -0.015,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.400e-9,  4.106042e-3,  0.000000e-3,     0.000,     0.000,     0.508,     0.650,     0.650,     0.640,     0.650,    -0.025,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.450e-9,  4.398458e-3,  0.000000e-3,     0.000,     0.000,     0.596,     0.650,     0.650,     0.663,     0.650,    -0.034,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.500e-9,  3.501352e-3,  0.000000e-3,     0.000,     0.000,     0.686,     0.650,     0.650,     0.668,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.550e-9,  4.199427e-3,  0.000000e-3,     0.000,    -0.000,     0.728,     0.650,     0.650,     0.657,     0.650,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.600e-9,  4.055713e-3,  0.000000e-3,    -0.000,    -0.000,     0.746,     0.650,     0.650,     0.646,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.650e-9,  5.226778e-3,  0.000000e-3,    -0.000,    -0.000,     0.741,     0.650,     0.650,     0.642,     0.650,    -0.015,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.700e-9,  5.459792e-3,  0.000000e-3,    -0.000,    -0.000,     0.718,     0.650,     0.650,     0.645,     0.650,    -0.011,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.750e-9,  6.585789e-3,  0.000000e-3,    -0.000,    -0.000,     0.680,     0.650,     0.650,     0.651,     0.650,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.800e-9,  6.529692e-3,  0.000000e-3,    -0.000,     0.000,     0.630,     0.650,     0.650,     0.654,     0.650,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.850e-9,  7.226486e-3,  0.000000e-3,     0.000,     0.000,     0.619,     0.650,     0.650,     0.653,     0.650,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.900e-9,  6.887488e-3,  0.000000e-3,     0.000,     0.000,     0.627,     0.650,     0.650,     0.651,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2872.950e-9,  6.661080e-3,  0.000000e-3,     0.000,     0.000,     0.652,     0.650,     0.650,     0.649,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.000e-9,  5.286697e-3,  0.000000e-3,     0.000,     0.000,     0.664,     0.649,     0.650,     0.648,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.050e-9,  5.080340e-3,  0.000000e-3,     0.000,     0.000,     0.658,     0.643,     0.650,     0.648,     0.650,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.100e-9,  4.265845e-3,  0.000000e-3,     0.000,    -0.000,     0.648,     0.621,     0.650,     0.647,     0.650,    -0.025,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.150e-9,  4.344597e-3,  0.000000e-3,    -0.000,    -0.000,     0.644,     0.584,     0.650,     0.647,     0.650,    -0.017,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.200e-9,  4.071953e-3,  0.000000e-3,    -0.000,    -0.000,     0.647,     0.535,     0.650,     0.644,     0.650,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.250e-9,  4.189311e-3,  0.000000e-3,    -0.000,    -0.000,     0.652,     0.476,     0.650,     0.632,     0.650,    -0.006,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.300e-9,  3.892636e-3,  0.000000e-3,    -0.000,    -0.000,     0.652,     0.409,     0.650,     0.602,     0.650,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.350e-9,  4.451868e-3,  0.000000e-3,    -0.000,     0.000,     0.651,     0.336,     0.650,     0.559,     0.650,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.400e-9,  4.205490e-3,  0.000000e-3,     0.000,     0.000,     0.649,     0.258,     0.650,     0.505,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.450e-9,  4.507655e-3,  0.000000e-3,     0.000,     0.000,     0.649,     0.176,     0.650,     0.442,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.500e-9,  4.114113e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.090,     0.650,     0.373,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.550e-9,  4.175715e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.002,     0.650,     0.297,     0.650,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.600e-9,  4.005841e-3,  0.000000e-3,     0.000,     0.000,     0.650,    -0.065,     0.650,     0.217,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.650e-9,  4.542383e-3,  0.000000e-3,     0.000,    -0.000,     0.650,    -0.096,     0.650,     0.133,     0.650,    -0.016,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.700e-9,  4.255776e-3,  0.000000e-3,    -0.000,    -0.000,     0.650,    -0.103,     0.650,     0.046,     0.650,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.750e-9,  4.975249e-3,  0.000000e-3,    -0.000,    -0.000,     0.650,    -0.089,     0.650,    -0.029,     0.650,    -0.006,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.800e-9,  5.237392e-3,  0.000000e-3,    -0.000,    -0.000,     0.650,    -0.059,     0.650,    -0.080,     0.650,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.850e-9,  5.843367e-3,  0.000000e-3,    -0.000,     0.000,     0.650,    -0.017,     0.650,    -0.104,     0.650,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.900e-9,  5.941750e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.018,     0.649,    -0.104,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2873.950e-9,  6.397250e-3,  0.000000e-3,     0.000,     0.000,     0.648,     0.039,     0.644,    -0.085,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.000e-9,  6.242439e-3,  0.000000e-3,     0.000,     0.000,     0.637,     0.044,     0.624,    -0.052,     0.650,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.050e-9,  6.214228e-3,  0.000000e-3,     0.000,     0.000,     0.606,     0.035,     0.588,    -0.017,     0.650,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.100e-9,  5.038943e-3,  0.000000e-3,     0.000,     0.000,     0.562,     0.020,     0.539,     0.014,     0.650,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.150e-9,  5.475518e-3,  0.000000e-3,     0.000,     0.000,     0.508,     0.002,     0.481,     0.034,     0.650,    -0.016,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.200e-9,  5.457661e-3,  0.000000e-3,     0.000,     0.000,     0.445,    -0.011,     0.415,     0.044,     0.650,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.250e-9,  5.563455e-3,  0.000000e-3,     0.000,     0.000,     0.374,    -0.018,     0.342,     0.044,     0.650,    -0.006,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.300e-9,  5.080326e-3,  0.000000e-3,     0.000,     0.000,     0.299,    -0.018,     0.265,     0.036,     0.647,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.350e-9,  4.881912e-3,  0.000000e-3,     0.000,     0.000,     0.218,    -0.014,     0.183,     0.024,     0.635,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.400e-9,  4.309420e-3,  0.000000e-3,     0.000,     0.000,     0.134,    -0.007,     0.097,     0.010,     0.605,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.450e-9,  4.255106e-3,  0.000000e-3,     0.000,     0.000,     0.047,     0.000,     0.009,    -0.003,     0.562,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.500e-9,  4.136176e-3,  0.000000e-3,     0.000,     0.000,    -0.030,     0.006,    -0.058,    -0.012,     0.508,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.550e-9,  4.353315e-3,  0.000000e-3,     0.000,     0.000,    -0.081,     0.008,    -0.098,    -0.016,     0.445,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.600e-9,  4.207852e-3,  0.000000e-3,     0.000,     0.000,    -0.101,     0.008,    -0.110,    -0.017,     0.375,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.650e-9,  4.254904e-3,  0.000000e-3,     0.000,     0.000,    -0.099,     0.005,    -0.101,    -0.013,     0.300,    -0.016,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.700e-9,  4.001610e-3,  0.000000e-3,     0.000,     0.000,    -0.078,     0.002,    -0.074,    -0.008,     0.220,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.750e-9,  4.131310e-3,  0.000000e-3,     0.000,     0.000,    -0.042,    -0.001,    -0.038,    -0.003,     0.136,    -0.006,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.800e-9,  3.871361e-3,  0.000000e-3,     0.000,     0.000,    -0.004,    -0.003,    -0.003,     0.002,     0.049,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.850e-9,  4.117398e-3,  0.000000e-3,     0.000,     0.000,     0.025,    -0.003,     0.024,     0.005,    -0.027,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.900e-9,  4.025861e-3,  0.000000e-3,     0.000,     0.000,     0.042,    -0.003,     0.041,     0.007,    -0.079,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2874.950e-9,  4.346271e-3,  0.000000e-3,     0.000,     0.000,     0.045,    -0.002,     0.046,     0.007,    -0.102,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.000e-9,  4.225874e-3,  0.000000e-3,     0.000,     0.000,     0.037,    -0.001,     0.042,     0.005,    -0.102,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.050e-9,  4.371914e-3,  0.000000e-3,     0.000,     0.000,     0.022,     0.001,     0.031,     0.003,    -0.083,    -0.029,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.100e-9,  4.046987e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.001,     0.018,     0.001,    -0.049,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.150e-9,  4.222135e-3,  0.000000e-3,     0.000,     0.000,    -0.008,     0.001,     0.004,    -0.001,    -0.014,    -0.016,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.200e-9,  4.217915e-3,  0.000000e-3,     0.000,     0.000,    -0.016,     0.001,    -0.008,    -0.002,     0.015,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.250e-9,  4.262650e-3,  0.000000e-3,     0.000,     0.000,    -0.018,     0.001,    -0.015,    -0.003,     0.035,    -0.006,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.300e-9,  4.347823e-3,  0.000000e-3,     0.000,     0.000,    -0.015,     0.000,    -0.017,    -0.003,     0.044,    -0.005,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.350e-9,  4.367432e-3,  0.000000e-3,     0.000,     0.000,    -0.009,    -0.000,    -0.016,    -0.002,     0.043,    -0.013,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.400e-9,  4.334609e-3,  0.000000e-3,     0.000,     0.000,    -0.002,    -0.001,    -0.011,    -0.001,     0.035,    -0.024,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.450e-9,  4.329331e-3,  0.000000e-3,     0.000,     0.000,     0.003,    -0.001,    -0.006,    -0.000,     0.022,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
  2875.500e-9,  4.280608e-3,  0.000000e-3,     0.000,     0.000,     0.007,    -0.000,    -0.000,     0.000,     0.008,    -0.033,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
