Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     3.097e-9,  0.002702e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.247,     0.650,     0.650,     0.650,     0.403,     0.650
     3.098e-9,  0.064396e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.377,     0.650,     0.650,     0.650,     0.273,     0.650
     3.099e-9,  0.178609e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.507,     0.650,     0.650,     0.650,     0.143,     0.650
     3.100e-9,  0.210934e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.000,     0.639,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.639,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.637,     0.650,     0.650,     0.650,     0.013,     0.650
     3.101e-9,  0.315905e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.033,     0.512,     0.650,     0.650,     0.000,     0.034,     0.650,     0.650,     0.510,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.102e-9,  0.395011e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.160,     0.320,     0.650,     0.650,     0.000,     0.161,     0.650,     0.650,     0.318,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.103e-9,  0.552316e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.323,     0.167,     0.650,     0.650,     0.000,     0.326,     0.650,     0.650,     0.165,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.104e-9,  0.570487e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.464,     0.060,     0.650,     0.650,     0.000,     0.471,     0.650,     0.650,     0.059,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.105e-9,  0.317493e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.570,     0.009,     0.650,     0.650,     0.000,     0.573,     0.650,     0.650,     0.009,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.106e-9,  0.296438e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.629,    -0.003,     0.650,     0.650,     0.000,     0.629,     0.650,     0.650,    -0.003,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.107e-9,  0.562447e-3,  0.000000e-3,     0.650,     0.650,     0.000,     0.650,     0.650,    -0.002,     0.650,     0.650,     0.000,     0.649,     0.650,     0.650,    -0.002,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.108e-9,  0.430902e-3,  0.000000e-3,     0.650,     0.641,     0.000,     0.650,     0.652,    -0.001,     0.650,     0.650,     0.000,     0.652,     0.650,     0.650,    -0.001,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.109e-9,  0.376981e-3,  0.000000e-3,     0.649,     0.213,     0.000,     0.650,     0.651,     0.000,     0.650,     0.650,     0.000,     0.651,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.110e-9,  0.355923e-3,  0.000000e-3,     0.417,    -0.010,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.111e-9,  0.326932e-3,  0.000000e-3,    -0.089,    -0.012,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.112e-9,  0.295082e-3,  0.000000e-3,     0.018,     0.005,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.113e-9,  0.309647e-3,  0.000000e-3,     0.000,    -0.001,     0.000,     0.650,     0.650,    -0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,    -0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.114e-9,  0.339809e-3,  0.000000e-3,    -0.001,    -0.000,     0.000,     0.650,     0.650,    -0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,    -0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.115e-9,  0.199306e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.116e-9,  0.047422e-3,  0.000000e-3,    -0.000,    -0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.117e-9,  0.104937e-3,  0.000000e-3,     0.121,    -0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.118e-9,  0.030520e-3,  0.000000e-3,     0.715,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.119e-9,  0.032278e-3,  0.000000e-3,     0.616,    -0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.120e-9,  0.019855e-3,  0.000000e-3,     0.659,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.121e-9,  0.024790e-3,  0.000000e-3,     0.649,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.122e-9,  0.043058e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.123e-9,  0.066322e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.124e-9,  0.086066e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.125e-9,  0.092817e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.126e-9,  0.085186e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.127e-9,  0.060592e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.128e-9,  0.105231e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.129e-9,  0.178963e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.130e-9,  0.168425e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.131e-9,  0.141421e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.132e-9,  0.112028e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.133e-9,  0.084520e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.134e-9,  0.096138e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.135e-9,  0.241065e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.136e-9,  0.268415e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.137e-9,  0.215444e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.495,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.138e-9,  0.155435e-3,  0.000000e-3,     0.650,     0.000,     0.000,    -0.081,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.139e-9,  0.143087e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.032,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.140e-9,  0.119853e-3,  0.000000e-3,     0.650,     0.000,     0.000,    -0.008,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.141e-9,  0.210411e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.001,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.142e-9,  0.069251e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.143e-9,  0.019571e-3,  0.000000e-3,     0.650,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.144e-9,  0.032623e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.145e-9,  0.143659e-3,  0.000000e-3,     0.650,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650
     3.146e-9,  0.211677e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.117,     0.650
     3.147e-9,  0.096174e-3,  0.000000e-3,     0.650,     0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.247,     0.650
     3.148e-9,  0.136526e-3,  0.000000e-3,     0.650,     0.000,     0.108,    -0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.377,     0.650
     3.149e-9,  0.063951e-3,  0.000000e-3,     0.650,     0.000,     0.633,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.507,     0.650
     3.150e-9,  0.021296e-3,  0.000000e-3,     0.650,     0.000,     0.642,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.637,     0.650
     3.151e-9,  0.242830e-3,  0.000000e-3,     0.650,     0.000,     0.655,     0.000,     0.650,     0.037,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.035,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.152e-9,  0.353728e-3,  0.000000e-3,     0.650,     0.000,     0.648,     0.000,     0.650,     0.167,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.163,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.153e-9,  0.296722e-3,  0.000000e-3,     0.650,     0.000,     0.651,     0.000,     0.650,     0.332,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.328,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.154e-9,  0.225595e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.000,     0.650,     0.475,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.470,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.155e-9,  0.157726e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.000,     0.650,     0.578,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.575,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.156e-9,  0.280989e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.000,     0.650,     0.633,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.631,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.157e-9,  0.171424e-3,  0.000000e-3,     0.650,     0.000,     0.650,     0.000,     0.650,     0.651,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.158e-9,  0.156181e-3,  0.000000e-3,     0.650,     0.016,     0.650,     0.000,     0.650,     0.652,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.652,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.159e-9,  0.193877e-3,  0.000000e-3,     0.650,     0.495,     0.650,     0.000,     0.650,     0.651,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.651,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.160e-9,  0.218225e-3,  0.000000e-3,     0.650,     0.648,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.161e-9,  0.245114e-3,  0.000000e-3,     0.650,     0.662,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.162e-9,  0.224325e-3,  0.000000e-3,     0.650,     0.646,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.163e-9,  0.197389e-3,  0.000000e-3,     0.650,     0.651,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.164e-9,  0.162205e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.165e-9,  0.144120e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.166e-9,  0.146258e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.167e-9,  0.322376e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.032,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.168e-9,  0.392766e-3,  0.000000e-3,     0.649,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.414,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.169e-9,  0.284950e-3,  0.000000e-3,     0.432,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.715,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
